Year,Country,Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Stateless persons,Others of concern,Ref and Asyl,SUM REFUGEE,GDP_annual_change,Adjusted savings: net national savings (current US$),Adjusted savings: particulate emission damage (current US$),"Adolescent fertility rate (births per 1,000 women ages 15-19)","Air transport, passengers carried",Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"Death rate, crude (per 1,000 people)",Domestic general government health expenditure per capita (current US$),Domestic private health expenditure per capita (current US$),Ease of doing business score (0 = lowest performance to 100 = best performance),Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),GNI growth (annual %),"International tourism, expenditures (current US$)","International tourism, receipts (current US$)",Military expenditure (current USD),Population growth (annual %),Prevalence of undernourishment (% of population),Refugee population by country or territory of asylum,Strength of legal rights index (0=weak to 12=strong),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Net official flows from UN agencies: Total,Country / Economy,Region,Income,Intl tourism expenditures recipts and asylum seekers,Intl tourism expenditures receipts and military,net inflows UN and refugee pop,SUM REFUGEE and undernourishment
2018,Malta,8579.0,1860.0,0.0,11.0,0.0,10439.0,10450.0,5.179224796,2397946522.0,6940921.867,12.4966,2576898.0,8.81080437,2753.510986,7.6,1747.868469,1005.193632,65.4975,43.6730503,58.15325283,8.328529317,1454000000.0,2651000000.0,66869091.04,3.491955403,2.5,8579.0,2.0,3.660000086,0.0,Malta,MIDDLE EAST AND NORTH AFRICA ,HIGH-INCOME  ,7.16947044e+21,2.5775052234459617e+26,0.0,26125.0
2019,Malta,8908.0,3793.0,0.0,0.0,0.0,12701.0,12701.0,5.539566337,2278713903.0,7329955.264,12.1142,2382607.8,8.21444321,2531.910889,7.3,1597.700122,933.8024436,66.13941,45.98680207,58.32296331,5.413132274,1454000000.0,2651000000.0,83636363.64,3.931356319,2.5,8908.0,2.0,3.619999886,0.0,Malta,MIDDLE EAST AND NORTH AFRICA ,HIGH-INCOME  ,1.4620323322e+22,3.223808800140165e+26,0.0,31752.5
2016,Mauritania,74147.0,573.0,0.0,0.0,0.0,74720.0,74720.0,1.260909224,1176593483.0,65300826.35,72.6426,280215.0,3.09649324,47.58857727,7.468,18.43224393,28.03567123,46.88194,0.267585246,1.277544816,2.17864758,74000000.0,33000000.0,136064876.0,2.855988065,8.5,74147.0,2.0,10.26099968,25257694.04,Mauritania,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,1.399266e+18,3.32270427192e+23,1872782239983.88,635120.0
2017,Mauritania,77425.0,746.0,0.0,0.0,0.0,78171.0,78171.0,6.270545694,1399068461.0,64778257.66,71.049,418817.0,3.33722878,52.66540146,7.339,19.55020353,28.61776895,48.44839,0.295079824,1.33230747,6.739150562,61000000.0,24000000.0,143769318.6,2.819234622,8.6,77425.0,2.0,10.34000015,23540233.48,Mauritania,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,1.092144e+18,2.104782824304e+23,1822602577189.0,672270.6
2018,Mauritania,83184.0,1126.0,0.0,0.0,0.0,84310.0,84310.0,4.526746225,1363408059.0,68171741.47,69.628,379211.0,3.57909012,57.29694748,7.222,22.48532476,29.48579934,49.37674,0.300273907,1.361679263,5.503388257,38000000.0,6000000.0,159013353.0,2.780088631,8.7,83184.0,2.0,10.38500023,24324815.83,Mauritania,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,2.56728e+17,3.6255044484e+22,2023435480002.72,733496.9999999999
2019,Mauritania,84901.0,1540.0,0.0,0.0,0.0,86441.0,86441.0,5.75993059,1789459987.0,62263858.85,68.207,386621.0,3.30329728,57.88484573,7.118,21.69320479,29.31834167,51.06288,0.238968769,1.366817391,4.964960784,56000000.0,13699999.81,162397955.0,2.741483436,9.1,84901.0,2.0,10.39299965,33865972.67,Mauritania,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,1.1814879836144e+18,1.2459170934808576e+23,2875254945655.67,786613.1
2016,Mauritius,0.0,5.0,0.0,0.0,0.0,5.0,5.0,3.837932654,356495485.6,20062972.37,26.2642,1593666.0,5.70678568,553.2136231,8.1,244.0361177,307.9270253,76.48622,16.84807804,30.86701034,3.572872123,683000000.0,1824000000.0,21999438.03,0.068723138,5.7,5253.5,6.0,6.809999943,1074620.813,Mauritius,SUB-SAHARAN AFRICA ,UPPER-MIDDLE-INCOME  ,6.22896e+18,2.740672390226976e+25,5645520441.0955,28.5
2017,Mauritius,5.0,0.0,0.0,0.0,0.0,5.0,5.0,3.814152108,611933426.8,22529445.88,25.735,1674395.0,5.80943251,609.1685181,8.0,268.3372484,337.8248972,78.89594,19.45434516,32.66906498,5.094111728,738000000.0,2005000000.0,22633506.64,0.090186811,5.9,5.0,6.0,6.75,1307703.808,Mauritius,SUB-SAHARAN AFRICA ,UPPER-MIDDLE-INCOME  ,0.0,3.34905734401416e+25,6538519.04,29.5
2018,Mauritius,16.0,0.0,0.0,0.0,0.0,16.0,16.0,3.759677227,741958471.5,24549939.74,25.2786,1745291.0,5.86705875,656.6224976,8.5,288.5119421,364.8339762,80.33655,21.67797125,34.27281731,5.290561325,663000000.0,2161000000.0,22917094.04,0.054547267,5.7,16.0,6.0,6.429999828,1162961.818,Mauritius,SUB-SAHARAN AFRICA ,UPPER-MIDDLE-INCOME  ,0.0,3.283430606615172e+25,18607389.088,91.2
2019,Mauritius,20.0,5.0,0.0,0.0,0.0,25.0,25.0,3.012375903,819051124.3,22024193.05,24.8222,1726868.0,6.19943714,685.9456177,8.8,322.683648,361.256822,81.46811,24.19530145,36.1275546,3.349740452,656000000.0,2024000000.0,21831361.86,0.032240043,6.2,20.0,6.0,6.329999924,2414562.352,Mauritius,SUB-SAHARAN AFRICA ,UPPER-MIDDLE-INCOME  ,6.63872e+18,2.898645972144384e+25,48291247.04,155.0
2016,Mexico,6178.0,2636.0,0.0,13.0,0.0,8814.0,8827.0,2.630532425,57003374370.0,2093190532.0,61.486,53313307.0,5.55345869,485.624176,5.851,249.0266949,236.5974563,72.37307,12.91132337,16.88113443,2.526165091,12823000000.0,20619000000.0,5336875740.0,1.203259506,5.8,6178.0,10.0,3.859999895,4939827.057,Mexico,LATIN AMERICA AND THE CARIBBEAN,UPPER-MIDDLE-INCOME  ,6.96951643932e+23,1.4110562672434784e+30,30518251558.146,51196.6
2017,Mexico,8993.0,10357.0,0.0,13.0,0.0,19350.0,19363.0,2.113129135,69334972400.0,2230777380.0,60.365,58537832.0,5.45759058,506.892334,5.933,256.1599097,250.7324452,72.53669,13.62465667,16.63175755,2.167422422,13647000000.0,22467000000.0,5062076646.0,1.16396695,6.1,8993.0,10.0,3.420000076,7291516.93,Mexico,LATIN AMERICA AND THE CARIBBEAN,UPPER-MIDDLE-INCOME  ,3.175530242193e+24,1.5520688884495424e+30,65572611751.49,118114.29999999999
2018,Mexico,16530.0,23833.0,0.0,13.0,82993.0,40363.0,123369.0,2.194994725,76465395310.0,2350436467.0,59.4542,64569640.0,5.37870932,521.0083008,6.01,258.8085687,262.1997337,72.3064,14.54862775,17.15424188,2.062932029,14074000000.0,23802000000.0,5839521271.0,1.126414791,6.2,16530.0,10.0,3.279999971,10278041.1,Mexico,LATIN AMERICA AND THE CARIBBEAN,UPPER-MIDDLE-INCOME  ,7.983801130883999e+24,1.9561774232044213e+30,169896019383.0,764887.8
2019,Mexico,28517.0,70319.0,0.0,13.0,140710.0,98836.0,239559.0,-0.176599456,78521883723.0,2300131931.0,58.5434,69937838.0,5.43305254,540.3723145,6.082,266.4452825,273.9270132,72.35556,15.1715679,17.77624297,-0.411442848,12300000000.0,25847000000.0,6650808254.0,1.091366887,7.2,28517.0,10.0,3.480000019,23077993.63,Mexico,LATIN AMERICA AND THE CARIBBEAN,UPPER-MIDDLE-INCOME  ,2.23556828739e+25,2.1144123235759972e+30,658115144346.71,1724824.8
2016,Mongolia,10.0,0.0,0.0,14.0,0.0,10.0,24.0,1.489784485,1660641747.0,59447782.51,30.1106,537853.0,4.42355633,161.9085999,6.286,96.07394253,56.66131172,66.1351,7.399216847,7.371078837,1.302469785,536000000.0,379000000.0,96366789.84,1.913419217,7.4,10.0,5.0,7.239999771,6849795.355,Mongolia,EAST ASIA AND PACIFIC  ,LOWER-MIDDLE INCOME  ,0.0,1.957633515525696e+25,68497953.55000001,177.60000000000002
2017,Mongolia,5.0,5.0,0.0,17.0,5.0,10.0,32.0,5.63687639,1364433903.0,61492931.92,30.993,602775.0,4.0050602,146.9620819,6.299,90.65842853,52.13580698,67.40642,9.155831518,9.39672797,-2.15478949,618000000.0,462000000.0,87511743.5,1.861598041,6.3,5.0,9.0,6.360000134,6669773.043,Mongolia,EAST ASIA AND PACIFIC  ,LOWER-MIDDLE INCOME  ,1.42758e+18,2.4986002957146e+25,33348865.214999996,201.6
2018,Mongolia,5.0,0.0,0.0,17.0,5.0,5.0,27.0,7.74488062,2205264000.0,73696039.19,31.4384,670360.0,3.85443377,159.3799133,6.316,91.40709941,59.42355962,67.67673,9.657070685,11.66649213,14.17128179,822000000.0,526000000.0,96067489.86,1.795910204,5.5,5.0,9.0,5.380000114,6238723.009,Mongolia,EAST ASIA AND PACIFIC  ,LOWER-MIDDLE INCOME  ,0.0,4.153689272574792e+25,31193615.044999998,148.5
2019,Mongolia,0.0,5.0,0.0,17.0,10.0,5.0,32.0,5.602244219,2063210476.0,75496732.88,31.8838,744413.0,3.76607823,163.441864,6.335,92.58838369,62.50973827,67.77262,9.838777341,10.89435059,3.022180923,1036000000.0,605000000.0,99729483.17,1.718532829,4.3,5253.5,9.0,5.43900013,11880568.86,Mongolia,EAST ASIA AND PACIFIC  ,LOWER-MIDDLE INCOME  ,3.1339e+18,6.25084454612926e+25,62414568506.009995,137.6
2016,Montenegro,970.0,73.0,0.0,3237.0,11451.0,1043.0,15731.0,2.949280321,-175619221.1,12739756.77,10.1164,544597.0,8.63302994,601.9786987,10.484,361.89262,240.0860645,71.22233,18.30935619,23.59692251,1.627246175,91000000.0,978000000.0,61714551.61,0.023142531,2.5,970.0,12.0,17.71999931,3299575.636,Montenegro,EUROPE AND CENTRAL ASIA ,UPPER-MIDDLE-INCOME  ,6.496854e+18,5.49247166418678e+24,3200588366.92,39327.5
2017,Montenegro,794.0,173.0,0.0,145.0,11703.0,967.0,12815.0,4.716465276,851788.5573,14256029.39,9.313,507637.0,7.98255444,616.2849121,10.592,353.71235,262.5545571,73.84108,21.89835921,24.24537457,6.015378592,91000000.0,1110000000.0,65734886.38,0.011247907,2.5,794.0,12.0,16.06999969,3373274.237,Montenegro,EUROPE AND CENTRAL ASIA ,UPPER-MIDDLE-INCOME  ,1.747473e+19,6.6398808732438e+24,2678379744.178,32037.5
2018,Montenegro,727.0,162.0,0.0,145.0,12293.0,889.0,13327.0,5.077888811,37643311.79,16058182.66,8.781,565522.0,8.34355545,731.4810791,10.682,435.605952,295.8751291,73.70804,25.33079328,27.53703754,4.151712252,73000000.0,1224000000.0,78906554.3,-0.023461353,2.5,727.0,12.0,15.17000008,4293178.737,Montenegro,EUROPE AND CENTRAL ASIA ,UPPER-MIDDLE-INCOME  ,1.4475024e+19,7.050458439813599e+24,3121140941.799,33317.5
2019,Montenegro,653.0,485.0,0.0,142.0,12275.0,1138.0,13555.0,4.062944992,140847286.0,17341544.79,8.249,597380.0,8.32983208,735.1588745,10.751,447.234568,287.9242992,73.81891,28.46890143,29.96479226,4.015794391,72000000.0,1276000000.0,77656739.81,-0.031987013,2.5,653.0,12.0,15.11999989,6483374.061,Montenegro,EUROPE AND CENTRAL ASIA ,UPPER-MIDDLE-INCOME  ,4.455792e+19,7.134479999824321e+24,4233643261.8329997,33887.5
2016,Morocco,4762.0,1943.0,0.0,0.0,0.0,6705.0,6705.0,1.05985639,17707685106.0,616757995.2,31.5508,7738637.0,5.23985195,154.1124115,5.093,65.50721199,88.36251943,69.23623,3.574041694,5.89351569,1.02348466,2312000000.0,7922000000.0,3327031890.0,1.325902165,3.8,4762.0,2.0,9.300000191,6277429.73,Morocco,MIDDLE EAST AND NORTH AFRICA ,LOWER-MIDDLE INCOME  ,3.5587335152e+22,6.093679821452496e+28,29893120374.260002,25479.0
2017,Morocco,4703.0,2050.0,0.0,0.0,0.0,6753.0,6753.0,4.254603273,19754783448.0,643224723.7,31.034,8667392.0,5.23467541,161.3648377,5.072,69.38964243,91.61728589,69.21146,3.87526241,5.751314843,4.215503176,2829000000.0,9086000000.0,3461461531.0,1.286961299,3.7,4703.0,2.0,9.241999626,10540271.88,Morocco,MIDDLE EAST AND NORTH AFRICA ,LOWER-MIDDLE INCOME  ,5.26938027e+22,8.89744248625141e+28,49570898651.64001,24986.100000000002
2018,Morocco,5932.0,1829.0,0.0,0.0,0.0,7761.0,7761.0,3.148502656,19675610767.0,692645112.5,30.681,8132917.0,5.33230448,174.7818451,5.06,70.2470616,104.2180861,71.67294,4.309292493,6.103789513,3.159512883,2987000000.0,9520000000.0,3696856945.0,1.250762951,3.7,5932.0,2.0,9.265000343,15141378.48,Morocco,MIDDLE EAST AND NORTH AFRICA ,LOWER-MIDDLE INCOME  ,5.200988296e+22,1.051247113336868e+29,89818657143.36,28715.7
2019,Morocco,6642.0,3313.0,0.0,0.0,0.0,9955.0,9955.0,2.607935495,20076716230.0,680943237.9,30.328,9380951.0,5.30845118,174.2237701,5.057,69.47430472,103.4989081,73.38133,4.801908567,5.633247458,2.5872132,3102000000.0,9949000000.0,3721323837.0,1.221178705,4.2,6642.0,2.0,9.279999733,19942913.89,Morocco,MIDDLE EAST AND NORTH AFRICA ,LOWER-MIDDLE INCOME  ,1.02245136774e+23,1.1484674455007893e+29,132460834057.38,41811.0
2016,Mozambique,4663.0,12976.0,15128.0,0.0,0.0,17639.0,32767.0,3.824214319,-1059886767.0,133330003.1,150.7298,632965.0,7.17241096,30.76436615,9.463,7.00548446,5.31864434,52.06337,0.167441983,0.296159481,3.528069032,290000000.0,114000000.0,110463709.3,2.872081035,31.5,4663.0,1.0,3.447000027,50256442.55,Mozambique,SUB-SAHARAN AFRICA ,LOW-INCOME  ,4.2898656e+20,3.6519302294579997e+24,234345791610.65,1032160.5
2017,Mozambique,4876.0,18795.0,15128.0,0.0,0.0,23671.0,38799.0,3.741317593,-1030937300.0,144852495.6,148.626,569211.0,7.75916147,35.80190659,8.964,7.68312264,5.67514518,52.78803,0.215159207,0.281144017,2.743993088,237000000.0,164000000.0,129258386.2,2.900672261,31.4,4876.0,1.0,3.450999975,47486850.03,Mozambique,SUB-SAHARAN AFRICA ,LOW-INCOME  ,7.3052406e+20,5.024014954821601e+24,231545880746.28,1218288.5999999999
2018,Mozambique,4910.0,21133.0,0.0,0.0,0.0,26043.0,26043.0,3.44381384,-1003339395.0,164331894.0,146.2508,540124.0,8.09185696,40.72650528,8.544,9.11512623,6.24067027,54.56326,0.237801704,0.213608596,4.640236097,135000000.0,331000000.0,196535452.8,2.913618318,31.0,4910.0,1.0,3.45600009,44366740.88,Mozambique,SUB-SAHARAN AFRICA ,LOW-INCOME  ,9.44328105e+20,8.782186708368001e+24,217840697720.80002,807333.0
2019,Mozambique,4713.0,20975.0,180516.0,0.0,0.0,25688.0,206204.0,2.31460601,-604975893.8,166527379.3,143.8756,587364.0,7.83351135,39.46094131,8.208,8.39857465,6.31419496,54.9955,0.230438375,0.266057117,2.30907766,99000000.0,324000000.0,217451322.3,2.907001146,31.2,4713.0,1.0,3.46600008,130473739.6,Mozambique,SUB-SAHARAN AFRICA ,LOW-INCOME  ,6.727941e+20,6.974968614094801e+24,614922734734.7999,6433564.8
2016,Myanmar,0.0,0.0,375016.0,925939.0,0.0,0.0,1300955.0,10.50778078,14758191325.0,536934479.6,28.7724,2741388.0,5.11349964,57.93581772,8.238,8.10248629,44.42117122,42.67139,0.169074673,0.969710719,11.80669266,201000000.0,2289000000.0,2455784120.0,0.68947413,8.4,5253.5,2.0,1.177000046,41624496.98,Myanmar,EAST ASIA AND PACIFIC  ,LOWER-MIDDLE INCOME  ,0.0,1.12987925998668e+27,218674294884.43,10928022.0
2017,Myanmar,0.0,0.0,353108.0,621514.0,0.0,0.0,974622.0,5.7500645,15060296718.0,535422103.8,28.509,3149037.0,5.08065748,57.859272,8.206,8.5601585,43.79242232,42.97482,0.208995367,1.041749188,6.280903573,136000000.0,1988000000.0,2221961060.0,0.633900885,8.1,5253.5,2.0,1.559999943,33070177.15,Myanmar,EAST ASIA AND PACIFIC  ,LOWER-MIDDLE INCOME  ,0.0,6.0074716787008e+26,173734175657.525,7894438.199999999
2018,Myanmar,0.0,0.0,370306.0,620939.0,0.0,0.0,991245.0,6.404977325,18955473756.0,587266721.9,28.2066,3407788.433,4.89992142,59.20605469,8.199,8.77954362,45.26171424,43.4838,0.240279346,0.969799465,6.165174095,118000000.0,1670000000.0,1529364478.0,0.608451681,7.8,5253.5,2.0,0.870000005,42913547.22,Myanmar,EAST ASIA AND PACIFIC  ,LOWER-MIDDLE INCOME  ,0.0,3.0137656403468e+26,225446320320.27,7731711.0
2016,Namibia,1747.0,1664.0,0.0,0.0,48.0,3411.0,3459.0,0.03379445,-639205746.1,85655058.05,66.698,558713.0,9.3223238,423.8866272,8.423,198.7843379,195.553893,60.08295,2.728659855,7.966475604,-1.858053301,82000000.0,295000000.0,425388449.6,1.846553978,20.2,1747.0,5.0,23.35000038,5231948.256,Namibia,SUB-SAHARAN AFRICA ,UPPER-MIDDLE-INCOME  ,4.025216e+19,1.0290146595824e+25,9140213603.232,69871.8
2017,Namibia,2182.0,1889.0,0.0,0.0,7.0,4071.0,4078.0,-1.027250827,248727413.7,104235051.7,63.627,623076.0,8.72573948,468.0405579,8.23,217.6558928,218.6759362,61.10494,2.737788085,8.034726902,-0.920699767,92000000.0,449000000.0,456081144.8,1.87285954,20.0,2182.0,5.0,21.63899994,5710180.431,Namibia,SUB-SAHARAN AFRICA ,UPPER-MIDDLE-INCOME  ,7.8030812e+19,1.88397999293984e+25,12459613700.442,81560.0
2018,Namibia,2394.0,1516.0,0.0,0.0,7.0,3910.0,3917.0,1.059943471,97711011.2,108670831.1,61.632,602893.0,8.31428051,464.4840698,8.057,216.2676162,226.5153551,61.35142,2.531061336,6.323405496,-0.985141403,69000000.0,488000000.0,455569084.3,1.883284894,19.9,2394.0,5.0,19.87999916,5333741.919,Namibia,SUB-SAHARAN AFRICA ,UPPER-MIDDLE-INCOME  ,5.1046752e+19,1.53399222065496e+25,12768978154.085999,77948.29999999999
2019,Namibia,3182.0,1906.0,0.0,0.0,7.0,5088.0,5095.0,-0.88809916,-418898626.9,98378387.98,59.637,212578.0,8.49700546,427.2562256,7.894,200.3844156,206.9935753,61.35078,2.538113392,5.698869126,0.433534616,118000000.0,451000000.0,414059490.0,1.870402328,19.8,3182.0,5.0,19.98800087,11234067.97,Namibia,SUB-SAHARAN AFRICA ,UPPER-MIDDLE-INCOME  ,1.01433508e+20,2.203541793882e+25,35746804280.54,100881.0
2016,Nepal,25249.0,71.0,0.0,0.0,849.0,25320.0,26169.0,0.433113719,7290324509.0,265475313.1,67.3106,634292.0,5.42379808,48.31941986,6.451,8.97753768,33.68471817,58.02771,0.822288228,3.147941787,0.311286066,634000000.0,498000000.0,356495278.6,0.91527549,4.5,25249.0,6.0,2.868000031,44863650.15,Nepal,SOUTH ASIA ,LOWER-MIDDLE INCOME  ,2.2416972e+19,1.1255696730293521e+26,1132762302637.3499,117760.5
2017,Nepal,21467.0,148.0,0.0,0.0,625.0,21615.0,22240.0,8.977279356,10349267618.0,288584167.2,65.121,2443630.512,4.72173262,50.3108139,6.404,11.35226956,31.20206749,59.98159,1.821053846,3.116957779,8.737705415,886000000.0,712000000.0,436745563.5,1.345295889,4.2,21467.0,10.0,3.318000078,39018683.64,Nepal,SOUTH ASIA ,LOWER-MIDDLE INCOME  ,9.3363136e+19,2.75513077313832e+26,837614081699.88,93408.0
2018,Nepal,20804.0,51.0,0.0,0.0,542.0,20855.0,21397.0,7.622376105,12273643264.0,332969847.7,64.399,4525805.0,4.5284524,51.13627625,6.361,12.05119387,32.16227062,59.65408,2.81879649,2.845159941,7.238616739,915000000.0,740000000.0,429373005.9,1.66177642,4.3,20804.0,10.0,3.193000078,36231560.36,Nepal,SOUTH ASIA ,LOWER-MIDDLE INCOME  ,3.45321e+19,2.9072846229488997e+26,753761381729.44,92007.09999999999
2019,Nepal,19570.0,57.0,0.0,0.0,534.0,19627.0,20161.0,6.657055428,12975731989.0,309658145.6,63.677,1659671.0,4.44515085,53.24640274,6.322,13.21003497,33.69503847,63.1866,10.74233783,13.06511605,7.083016163,713000000.0,801000000.0,428701839.2,1.809442486,4.8,19570.0,10.0,3.096999884,71654716.16,Nepal,SOUTH ASIA ,LOWER-MIDDLE INCOME  ,3.2553441e+19,2.448371934910296e+26,1402282795251.2,96772.8
2016,Netherlands,101727.0,10369.0,0.0,1951.0,0.0,112096.0,114047.0,2.191713719,93208470174.0,430038291.4,3.92,40078714.0,10.2942524,4753.674316,8.7,3112.724832,1639.906029,75.57281,42.53368191,39.8909506,0.680503268,20188800781.0,19421800781.0,9115240932.0,0.53217888,2.5,101727.0,2.0,6.010000229,0.0,Netherlands,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,4.0657146255990913e+24,3.5741121007900367e+30,0.0,285117.5
2017,Netherlands,103843.0,5818.0,0.0,1951.0,0.0,109661.0,111612.0,2.910902513,125000000000.0,455201876.8,3.788,42763443.0,10.1082983,4934.575195,8.8,3174.069376,1759.712422,76.08463,42.82610536,38.48696581,5.218197744,22301099609.0,21844699219.0,9580685498.0,0.591203366,2.5,103843.0,2.0,4.840000153,0.0,Netherlands,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,2.8343016112648766e+24,4.6673345383299133e+30,0.0,279030.0
2018,Netherlands,101824.0,12303.0,0.0,1951.0,0.0,114127.0,116078.0,2.360915095,140000000000.0,500877779.7,3.7028,44417573.58,10.0318222,5336.984375,8.9,3510.195352,1825.276838,76.09693,43.4167118,34.58471379,2.592193625,23359300781.0,23919099609.0,11114927470.0,0.583933409,2.5,101824.0,2.0,3.829999924,0.0,Netherlands,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,6.874097539107698e+24,6.210281684864468e+30,0.0,290195.0
2019,Netherlands,94417.0,15599.0,0.0,1951.0,0.0,110016.0,111967.0,1.955588416,134000000000.0,495024362.5,3.6176,46358457.95,10.13031101,5335.30127,8.8,3515.799265,1817.947277,76.10376,43.62720527,32.52007793,1.412222047,22547400391.0,23723900391.0,12000671742.0,0.655071575,2.5,94417.0,2.0,3.380000114,0.0,Netherlands,EUROPE AND CENTRAL ASIA ,HIGH-INCOME  ,8.344096670571472e+24,6.419306694470372e+30,0.0,279917.5
2016,New Zealand,1408.0,298.0,0.0,0.0,0.0,1706.0,1706.0,3.730079893,12710446016.0,38277309.54,20.0018,15300409.0,9.23865223,3746.476807,6.61,2793.131959,953.3148632,87.16633,32.84852868,37.77419829,4.734689087,4010000000.0,9773000000.0,2093352062.0,2.2460321,2.5,1408.0,12.0,5.150000095,0.0,New Zealand,EAST ASIA AND PACIFIC  ,,1.167853954e+22,8.203790210472327e+28,0.0,4265.0
2017,New Zealand,1465.0,391.0,0.0,0.0,0.0,1856.0,1856.0,3.613281553,14910743725.0,41806071.38,19.27,16271523.0,9.01967621,3940.390381,6.92,2973.247302,967.052916,87.02213,33.66628144,38.06863158,5.057714045,4463000000.0,10594000000.0,2328156653.0,2.088722723,2.5,1465.0,12.0,4.739999771,0.0,New Zealand,EAST ASIA AND PACIFIC  ,,1.8486879602e+22,1.1007762592993937e+29,0.0,4640.0
2018,New Zealand,1545.0,446.0,0.0,0.0,0.0,1991.0,1991.0,3.20574788,15202867763.0,42866051.46,18.6046,17249049.95,9.21034622,4037.462891,6.78,3021.277157,1016.331319,87.00452,34.72389862,37.10629118,3.513154945,4603000000.0,10961000000.0,2525003415.0,1.791240168,2.5,1545.0,12.0,4.329999924,0.0,New Zealand,EAST ASIA AND PACIFIC  ,,2.2502253418000004e+22,1.2739521687364446e+29,0.0,4977.5
2016,Nicaragua,325.0,338.0,0.0,0.0,0.0,663.0,663.0,4.562954429,2148592077.0,45786970.39,86.7808,4048658.0,8.04877567,169.6340332,5.039,98.02805693,62.75260012,54.24718,2.808133409,5.815950383,3.362884163,310000000.0,2651000000.0,85073598.44,1.288988634,18.0,325.0,1.0,3.900000095,6980342.832,Nicaragua,LATIN AMERICA AND THE CARIBBEAN,LOWER-MIDDLE INCOME  ,2.7777178e+20,6.99143339339764e+25,2268611420.4,11934.0
2017,Nicaragua,322.0,407.0,0.0,0.0,0.0,729.0,729.0,4.632533981,2218498689.0,44386278.66,84.99,4048658.0,8.33672619,180.0031128,5.049,104.8743841,64.25170362,54.17112,3.290979923,5.886688575,4.17997525,365000000.0,2651000000.0,86725444.84,1.274730664,17.6,322.0,1.0,3.299999952,14239132.33,Nicaragua,LATIN AMERICA AND THE CARIBBEAN,LOWER-MIDDLE INCOME  ,3.93819305e+20,8.391684130885661e+25,4585000610.26,12830.400000000001
2018,Nicaragua,321.0,126.0,0.0,0.0,357.0,447.0,804.0,-3.363687646,2061230192.0,42137109.97,83.3048,4048658.0,8.58646584,173.4938355,5.061,103.936002,60.15667109,54.53967,2.975995209,5.039377459,-3.033641391,349000000.0,2651000000.0,81593932.69,1.255375779,18.2,321.0,2.0,5.199999809,8674819.664,Nicaragua,LATIN AMERICA AND THE CARIBBEAN,LOWER-MIDDLE INCOME  ,1.16575074e+20,7.5490624930855305e+25,2784617112.144,14632.8
2019,Nicaragua,322.0,126.0,0.0,0.0,510.0,448.0,958.0,-3.674794578,2102402049.0,43270254.17,81.6196,4048658.0,8.4039259,160.7587891,5.075,97.93086278,58.43802085,54.38673,3.32469534,3.495255215,-2.290486726,312000000.0,2651000000.0,76931506.85,1.229759088,19.3,322.0,2.0,5.210999966,10827970.27,Nicaragua,LATIN AMERICA AND THE CARIBBEAN,LOWER-MIDDLE INCOME  ,1.04216112e+20,6.363097249371719e+25,3486606426.94,18489.4
2016,Niger,166089.0,61.0,121391.0,0.0,14678.0,166150.0,302219.0,5.740893151,1817886889.0,296681806.9,189.379,15044.0,4.53239059,22.57229996,8.82,5.48254453,13.75781116,49.32578,0.03707285,0.773724388,4.048735943,110000000.0,84000000.0,166192292.3,3.859843092,5.3,166089.0,6.0,0.533999979,57880469.49,Niger,SUB-SAHARAN AFRICA ,LOW-INCOME  ,5.6364e+17,1.535616780852e+24,9613309297124.61,1601760.7
2017,Niger,165729.0,278.0,129015.0,0.0,14820.0,166007.0,309842.0,5.001359945,1688532472.0,322536364.4,186.538,14713.0,5.57411432,28.87143326,8.529,9.76074056,14.93100684,51.17303,0.040041881,0.529349032,5.439800399,120000000.0,91000000.0,200183930.0,3.839001312,5.3,165729.0,6.0,0.541999996,64825510.14,Niger,SUB-SAHARAN AFRICA ,LOW-INCOME  ,3.03576e+18,2.1860085156e+24,10743466969992.06,1642162.5999999999
2016,Nigeria,1357.0,464.0,2219272.0,0.0,0.0,1821.0,2221093.0,-1.61686895,14564713055.0,10790311859.0,109.274,4110075.0,3.64773679,79.37476349,12.39,10.33533363,60.85023904,48.47451,0.058039826,0.083089266,-1.089104391,4524000000.0,1088000000.0,1723204266.0,2.627675151,9.4,1357.0,6.0,7.059999943,100667811.2,Nigeria,SUB-SAHARAN AFRICA ,LOWER-MIDDLE INCOME  ,2.283859968e+21,8.481804396129792e+27,136606219798.40001,20878274.2
